x,y
-63.847715,80.147555
-66.008698,79.117571
-69.043412,79.039445
-73.061723,78.176699
-69.319905,77.470512
-66.175021,77.604181
-66.160067,77.252918
-69.115129,77.275807
-66.356603,77.110399
-71.361563,77.064317
-67.918517,76.684977
-69.611658,76.418250
-68.526741,76.090486
-66.473182,75.910430
-67.110094,76.250401
-65.420005,76.019684
-63.396658,76.380407
-60.910048,76.163729
-60.000000,75.856413
0,0
-80.000000,80.836042
-76.841688,81.452811
-78.967880,80.879072
-76.452583,80.874800
-80.000000,80.586404
0,0
-80.000000,72.955673
-79.335622,72.738689
-76.054322,72.861067
-77.409934,73.553521
-80.000000,73.706416
0,0
-72.000000,70.817884
-71.367666,71.018387
-72.000610,70.817884
0,0
-80.000000,76.261387
-78.389868,76.457313
-78.005035,76.991684
-80.000000,77.087816
0,0
-69.999847,77.398795
-71.221790,77.448234
-69.995270,77.395743
-69.999847,77.398795
0,0
-78.999924,75.885405
-78.991989,75.884184
-78.947738,76.121309
-78.999924,75.885405
0,0
-78.980392,70.000000
-79.600824,70.374456
-78.986191,70.708019
-77.983368,70.000000
0,0
-60.000000,82.031128
-60.120241,82.023804
-60.000000,81.995117
0,0
-67.330739,70.000000
-68.160525,70.318303
-69.011063,70.000000
0,0
-80.000000,74.775463
-79.348745,74.888685
-80.000000,74.970169
0,0
-80.000000,75.220417
-79.571527,75.457542
-80.000000,75.531701
0,0
-69.047684,81.947509
-72.901808,81.671626
-69.083696,81.949035
-69.047684,81.947509
0,0
-69.630274,70.487373
-69.622034,70.487373
-70.646830,70.245670
-69.630274,70.487373
0,0
-80.000000,70.551461
-79.515373,70.468452
-80.000000,70.551156
0,0
-60.000000,75.856413
-56.151064,74.556649
-57.303731,74.102541
-56.076295,74.279850
-55.696345,73.058213
-54.271458,72.488441
-55.626154,72.450904
-54.693828,72.369116
-55.250172,71.927214
-54.393835,72.242466
-55.868772,71.686732
-53.907378,71.444724
-53.572595,72.359655
-53.277485,71.714504
-51.703670,71.742580
-53.006180,71.422446
-51.368582,71.484092
-52.538643,71.166705
-51.516289,71.304341
-52.226444,71.113298
-50.936446,71.019303
-51.968872,71.025711
-50.561379,70.330816
-52.927443,70.768750
-54.616312,70.652476
-52.354925,70.049439
-50.244907,70.052186
-50.301061,70.000000
0,0
-40.000000,82.773022
-44.270390,83.275044
-45.907683,82.928359
-41.176776,82.722057
-40.879530,82.363470
-46.545205,82.778820
-43.267567,82.233463
-45.618982,82.259098
-45.308003,81.755856
-51.731746,82.514839
-50.349889,81.603571
-53.745327,81.983215
-54.805219,81.604486
-55.194629,82.330510
-60.000000,82.031128
0,0
-48.468147,82.636912
-45.647974,82.068055
-45.806668,82.525216
-48.424811,82.644541
-48.468147,82.636912
0,0
-53.000076,71.377890
-52.652476,71.161212
-52.997635,71.378805
-53.000076,71.377890
0,0
-54.000153,71.113603
-53.640040,71.311971
-54.001373,71.114214
-54.000153,71.113603
0,0
-55.001144,72.385901
-55.682612,72.177768
-54.999924,72.385290
-55.001144,72.385901
0,0
-41.215534,82.984817
-42.491188,83.182879
-41.283894,82.986648
-41.215534,82.984817
0,0
-52.000000,81.968566
-53.931792,82.292668
-52.039673,81.963684
-52.000000,81.968566
0,0
-60.000000,81.995117
-57.217365,81.334096
-59.755245,81.856260
-60.000000,81.848020
0,0
-52.893874,70.000000
-53.310140,70.207828
-54.823835,70.220035
-54.819562,70.000000
0,0
-48.375372,81.958495
-47.651484,81.727474
-48.408026,81.965820
-48.375372,81.958495
0,0
-27.778439,70.000000
-28.596323,70.105898
-26.522621,70.471199
-29.251240,70.458991
-27.937438,71.155413
-26.802472,70.937819
-25.433738,71.275044
-28.459907,71.545434
-27.346304,71.705959
-28.370184,71.998627
-24.643931,71.347677
-23.377432,70.457160
-22.490272,70.867018
-22.423743,70.465095
-21.498741,70.520027
-22.336156,71.052567
-21.758755,71.493248
-22.578775,71.464866
-21.921416,71.738308
-23.154955,71.628748
-22.538796,71.924163
-24.619821,72.424659
-25.512474,72.115511
-25.256428,72.395666
-26.333715,72.388342
-24.588998,72.484169
-25.264973,72.801251
-26.642557,72.523842
-27.466239,72.837568
-25.096513,73.065843
-27.716182,73.124132
-26.353857,73.234913
-27.327687,73.496147
-26.000153,73.236133
-24.691234,73.504082
-25.762417,73.948730
-24.477607,73.536126
-24.142519,73.808042
-22.227512,73.613031
-24.093996,73.675898
-22.402686,73.248035
-20.411383,73.477531
-20.292668,73.858701
-21.725185,74.062867
-21.827420,73.641108
-22.486305,74.055848
-22.108797,74.604257
-20.000000,74.289311
0,0
-20.000000,81.527886
-21.071489,81.590143
-24.780652,80.533303
-22.936141,82.070802
-27.811398,81.399405
-26.156710,81.986267
-34.272679,81.811093
-32.800793,82.186160
-25.773709,82.168154
